id|order_number|customer_id|showroom_id|product_id|quantity|discount|amount|delivered|card_type|card_number|txn_date|update_date|create_date
1490|609716457-2|57|7|593|1|11083|0|1|switch|6331104921282009633|2018-01-01|2018-01-01 05:32:45|2018-01-01 05:32:45
1491|065808810-6|178|13|806|1|9273|0|0|diners-club-enroute|201469396271433|2018-01-08|2018-01-08 02:02:06|2018-01-08 02:02:06
1492|308371009-7|869|4|713|1|7042|0|0|jcb|3553651465375975|2018-01-15|2018-01-15 22:11:16|2018-01-15 22:11:16
1493|800038769-7|92|3|265|1|10082|0|1|diners-club-us-ca|5453572615500468|2018-01-30|2018-01-30 13:30:42|2018-01-30 13:30:42
1494|726208667-7|959|13|335|1|13367|0|0|bankcard|5602213074894916|2018-01-03|2018-01-03 03:13:40|2018-01-03 03:13:40
1495|327299079-8|840|7|358|1|12330|0|0|visa-electron|4917026532364550|2018-01-04|2018-01-04 12:46:31|2018-01-04 12:46:31
1496|260105472-7|929|11|882|1|10663|0|0|jcb|3538005532090226|2018-01-15|2018-01-15 05:53:31|2018-01-15 05:53:31
1497|767815441-0|436|4|126|1|9842|0|1|diners-club-international|36043023457946|2018-01-22|2018-01-22 19:05:04|2018-01-22 19:05:04
1498|447552567-5|720|5|747|1|7101|0|0|china-unionpay|56107721954701137|2018-01-05|2018-01-05 01:19:52|2018-01-05 01:19:52
1499|168250659-2|832|15|702|1|9270|0|1|jcb|3560574322468992|2018-01-20|2018-01-20 01:26:25|2018-01-20 01:26:25
1500|961762117-7|123|15|32|1|9784|0|0|maestro|5020343815666484076|2018-01-11|2018-01-11 21:02:30|2018-01-11 21:02:30
1501|949801850-2|635|7|892|1|12547|0|1|jcb|3547760052256214|2018-01-29|2018-01-29 10:33:41|2018-01-29 10:33:41
1502|754880392-3|873|15|285|1|10206|0|0|switch|564182515978118901|2018-01-29|2018-01-29 00:28:54|2018-01-29 00:28:54
1503|950718114-8|363|15|124|1|10858|0|0|jcb|3547951176937520|2018-01-22|2018-01-22 13:39:08|2018-01-22 13:39:08
1504|055774359-1|672|8|655|1|10315|0|1|china-unionpay|56022129949606381|2018-01-09|2018-01-09 01:28:25|2018-01-09 01:28:25
1505|844996056-8|518|13|124|1|9657|0|0|jcb|3563846042954676|2018-01-30|2018-01-30 14:52:07|2018-01-30 14:52:07
1506|031110509-2|999|15|293|1|9293|0|0|jcb|3551607178190996|2018-01-07|2018-01-07 12:19:16|2018-01-07 12:19:16
1507|500645304-4|201|8|442|1|11945|0|0|jcb|3575632790781545|2018-01-06|2018-01-06 00:59:12|2018-01-06 00:59:12
1508|564414466-6|958|10|206|1|9421|0|0|diners-club-enroute|201568545162532|2018-01-15|2018-01-15 03:57:02|2018-01-15 03:57:02
1509|592300865-3|832|6|532|1|10225|0|0|jcb|3586143561583703|2018-01-15|2018-01-15 18:25:13|2018-01-15 18:25:13
1510|802394359-6|257|1|945|1|6083|0|1|bankcard|5602240419404846|2018-01-28|2018-01-28 10:56:05|2018-01-28 10:56:05
1511|435494055-8|32|7|74|1|11620|0|1|jcb|3573854957319230|2018-01-27|2018-01-27 06:28:32|2018-01-27 06:28:32
1512|430213573-5|586|10|630|1|16604|0|0|instapayment|6385248100564100|2018-01-21|2018-01-21 06:54:19|2018-01-21 06:54:19
1513|288478936-7|915|8|689|1|8053|0|0|switch|4903978611209046658|2018-01-01|2018-01-01 06:53:14|2018-01-01 06:53:14
1514|752907687-6|291|10|239|1|12992|0|0|jcb|3575102053451715|2018-01-25|2018-01-25 17:06:26|2018-01-25 17:06:26
1515|918327778-1|445|13|31|1|9156|0|0|switch|491185870521277842|2018-01-10|2018-01-10 06:58:41|2018-01-10 06:58:41
1516|674559574-5|354|5|892|1|10361|0|0|jcb|3531172560156142|2018-01-16|2018-01-16 03:54:31|2018-01-16 03:54:31
1517|583408635-7|223|12|161|1|11802|0|0|jcb|3530108254021144|2018-01-09|2018-01-09 03:41:45|2018-01-09 03:41:45
1518|919843143-9|681|8|610|1|11014|0|0|bankcard|5610055974387230|2018-01-02|2018-01-02 14:34:32|2018-01-02 14:34:32
1519|690049713-6|586|2|248|1|7622|0|1|solo|6767755933956517|2018-01-01|2018-01-01 10:16:51|2018-01-01 10:16:51
1520|400257367-2|743|7|415|1|11103|0|1|maestro|676239207584736996|2018-01-17|2018-01-17 06:00:03|2018-01-17 06:00:03
1521|933396269-7|551|12|998|1|10659|0|0|china-unionpay|5610887593677231105|2018-01-26|2018-01-26 04:38:55|2018-01-26 04:38:55
1522|082688622-1|328|5|445|1|10082|0|1|diners-club-carte-blanche|30258210391924|2018-01-13|2018-01-13 18:35:02|2018-01-13 18:35:02
1523|854835993-5|17|15|939|1|7132|0|1|jcb|3587460910077313|2018-01-14|2018-01-14 22:04:44|2018-01-14 22:04:44
1524|854244581-3|202|15|383|1|8629|0|1|mastercard|5373295295733228|2018-01-27|2018-01-27 22:25:48|2018-01-27 22:25:48
1525|292516730-6|804|8|883|1|10826|0|0|mastercard|5154561552669883|2018-01-10|2018-01-10 00:22:08|2018-01-10 00:22:08
1526|078412218-0|491|15|215|1|8385|0|1|instapayment|6391183896581756|2018-01-26|2018-01-26 16:01:43|2018-01-26 16:01:43
1527|800170864-0|202|9|355|1|9438|0|1|jcb|3562787657701856|2018-01-29|2018-01-29 10:11:09|2018-01-29 10:11:09
1528|998239399-5|748|14|514|1|13344|0|1|jcb|3553838675502262|2018-01-22|2018-01-22 02:45:51|2018-01-22 02:45:51
1529|732332988-4|444|10|110|1|10942|0|1|mastercard|5002354991990365|2018-01-19|2018-01-19 01:14:31|2018-01-19 01:14:31
1530|384418680-8|147|4|537|1|11395|0|1|diners-club-international|36010727685239|2018-01-08|2018-01-08 07:19:05|2018-01-08 07:19:05
1531|791348732-1|576|2|442|1|11232|0|1|bankcard|5602231805218650|2018-01-20|2018-01-20 16:53:21|2018-01-20 16:53:21
1532|964900354-1|195|15|75|1|8614|0|0|jcb|3550802114795286|2018-01-20|2018-01-20 12:57:05|2018-01-20 12:57:05
1533|576063140-3|608|15|610|1|11177|0|1|jcb|3528623905294621|2018-01-17|2018-01-17 03:22:24|2018-01-17 03:22:24
1534|126640586-0|932|2|983|1|8803|0|1|laser|670988374255317864|2018-01-11|2018-01-11 07:43:35|2018-01-11 07:43:35
1535|398986238-3|300|5|761|1|8494|0|1|diners-club-carte-blanche|30546482695166|2018-01-11|2018-01-11 19:29:23|2018-01-11 19:29:23
1536|839384080-5|403|9|632|1|12628|0|1|jcb|3572379529097669|2018-01-29|2018-01-29 13:40:19|2018-01-29 13:40:19
1537|487658893-7|558|8|494|1|7695|0|0|jcb|3569673420778681|2018-01-30|2018-01-30 07:48:47|2018-01-30 07:48:47
1538|330870789-6|186|15|883|1|12517|0|0|jcb|3552822862782615|2018-01-03|2018-01-03 03:29:32|2018-01-03 03:29:32
1539|933395848-7|401|2|977|1|9874|0|1|jcb|3579915402253185|2018-01-03|2018-01-03 07:47:19|2018-01-03 07:47:19
1540|898377550-5|403|13|478|1|13431|0|1|jcb|3581148979300561|2018-01-28|2018-01-28 12:33:50|2018-01-28 12:33:50
1541|926774323-6|710|7|606|1|11404|0|1|jcb|3538499697026911|2018-01-21|2018-01-21 08:38:39|2018-01-21 08:38:39
1542|022809712-6|886|1|878|1|13918|0|1|visa|4017955803028|2018-01-12|2018-01-12 15:31:52|2018-01-12 15:31:52
1543|612324431-0|118|6|970|1|8829|0|1|bankcard|5602251087912085|2018-01-25|2018-01-25 14:33:33|2018-01-25 14:33:33
1544|508541132-3|795|2|513|1|12895|0|0|visa-electron|4844106884813780|2018-01-05|2018-01-05 18:42:45|2018-01-05 18:42:45
1545|307517748-2|922|5|639|1|9007|0|1|jcb|3566788529006611|2018-01-28|2018-01-28 02:10:30|2018-01-28 02:10:30
1546|086126098-8|332|14|405|1|11226|0|0|visa-electron|4913410354730441|2018-01-16|2018-01-16 20:40:24|2018-01-16 20:40:24
1547|983616020-5|375|15|108|1|8219|0|1|visa|4041591711006495|2018-01-24|2018-01-24 12:31:58|2018-01-24 12:31:58
1548|553809209-7|814|14|820|1|8669|0|0|maestro|676337418837299838|2018-01-26|2018-01-26 01:57:26|2018-01-26 01:57:26
1549|306357308-6|436|12|26|1|8943|0|0|jcb|3567247689905707|2018-01-18|2018-01-18 23:11:00|2018-01-18 23:11:00
1550|352999869-9|262|14|525|1|12869|0|0|jcb|3582713616522767|2018-01-04|2018-01-04 09:18:20|2018-01-04 09:18:20
1551|459579344-8|349|9|323|1|8042|0|1|diners-club-enroute|201630029607828|2018-01-12|2018-01-12 14:24:19|2018-01-12 14:24:19
1552|927199971-1|210|12|502|1|8594|0|1|laser|67094550806391223|2018-01-08|2018-01-08 01:38:54|2018-01-08 01:38:54
1553|429150678-3|443|14|873|1|11121|0|0|visa|4041599688371|2018-01-08|2018-01-08 05:38:40|2018-01-08 05:38:40
1554|368637704-7|782|9|621|1|10081|0|1|americanexpress|374283721300879|2018-01-03|2018-01-03 05:51:36|2018-01-03 05:51:36
1555|992061786-5|649|12|184|1|6820|0|1|jcb|3535678348457673|2018-01-14|2018-01-14 18:19:54|2018-01-14 18:19:54
1556|354332742-9|52|15|560|1|9518|0|1|mastercard|5108751398506129|2018-01-05|2018-01-05 04:26:42|2018-01-05 04:26:42
1557|575560108-9|574|1|1|1|8342|0|1|jcb|3588817748829034|2018-01-05|2018-01-05 03:28:00|2018-01-05 03:28:00
1558|100790010-5|251|3|680|1|11074|0|1|diners-club-carte-blanche|30012228919071|2018-01-19|2018-01-19 14:02:19|2018-01-19 14:02:19
1559|543134720-9|972|3|928|1|12278|0|0|jcb|3578752275943662|2018-01-11|2018-01-11 04:49:55|2018-01-11 04:49:55
1560|398029385-8|570|8|395|1|11278|0|1|maestro|675976636885107177|2018-01-02|2018-01-02 04:55:03|2018-01-02 04:55:03
1561|565100317-7|735|10|31|1|6306|0|1|jcb|3563850942034993|2018-01-13|2018-01-13 01:22:11|2018-01-13 01:22:11
1562|177227526-3|427|3|748|1|9705|0|0|jcb|3585286539857161|2018-01-24|2018-01-24 18:41:57|2018-01-24 18:41:57
1563|818050324-0|496|3|484|1|9033|0|0|laser|6709738559633728|2018-01-28|2018-01-28 15:06:32|2018-01-28 15:06:32
1564|064329291-8|527|8|124|1|14091|0|0|jcb|3567764691895825|2018-01-24|2018-01-24 18:27:41|2018-01-24 18:27:41
1565|132949173-4|947|14|248|1|7626|0|1|americanexpress|343603299628435|2018-01-12|2018-01-12 18:33:31|2018-01-12 18:33:31
1566|590841547-2|112|15|901|1|8768|0|1|jcb|3552068204856937|2018-01-28|2018-01-28 15:37:50|2018-01-28 15:37:50
1567|152788386-8|337|2|764|1|10327|0|0|visa-electron|4917846214411407|2018-01-08|2018-01-08 14:40:57|2018-01-08 14:40:57
1568|929711617-5|1000|15|334|1|9374|0|0|mastercard|5048372594223865|2018-01-23|2018-01-23 05:40:31|2018-01-23 05:40:31
1569|840151949-7|521|10|654|1|9580|0|1|jcb|3572977574960325|2018-01-08|2018-01-08 16:15:13|2018-01-08 16:15:13
1570|599125276-9|495|12|356|1|12863|0|0|americanexpress|348849494077424|2018-01-13|2018-01-13 01:26:04|2018-01-13 01:26:04
1571|945221743-X|385|13|726|1|11237|0|0|jcb|3542913409191932|2018-01-14|2018-01-14 13:08:52|2018-01-14 13:08:52
1572|729149322-6|682|2|930|1|12205|0|0|maestro|5020851283044551526|2018-01-27|2018-01-27 00:59:49|2018-01-27 00:59:49
1573|321328995-7|290|2|25|1|12611|0|0|laser|6771881953121214|2018-01-15|2018-01-15 10:20:20|2018-01-15 10:20:20
1574|985904914-9|93|7|803|1|10095|0|1|jcb|3535280215936606|2018-01-04|2018-01-04 01:37:39|2018-01-04 01:37:39
1575|793255850-6|767|15|150|1|8951|0|0|jcb|3560465780488178|2018-01-06|2018-01-06 02:42:16|2018-01-06 02:42:16
1576|498255674-1|598|7|214|1|9875|0|0|diners-club-us-ca|5509852810847714|2018-01-12|2018-01-12 17:40:28|2018-01-12 17:40:28
1577|194446534-0|886|8|440|1|8415|0|1|jcb|3562331230962857|2018-01-21|2018-01-21 22:20:36|2018-01-21 22:20:36
1578|073316280-0|342|4|897|1|10092|0|1|maestro|589341768123248686|2018-01-24|2018-01-24 10:50:49|2018-01-24 10:50:49
1579|952336633-5|408|15|635|1|7994|0|1|jcb|3540966120578862|2018-01-06|2018-01-06 07:05:14|2018-01-06 07:05:14
1580|308490322-0|35|4|382|1|10053|0|0|jcb|3586280133500599|2018-01-23|2018-01-23 18:59:14|2018-01-23 18:59:14
1581|440511302-5|270|14|994|1|9774|0|1|switch|6759801135015338|2018-01-15|2018-01-15 21:10:44|2018-01-15 21:10:44
1582|728179514-9|252|5|11|1|9123|0|0|china-unionpay|5602231293385583943|2018-01-02|2018-01-02 20:32:59|2018-01-02 20:32:59
1583|730913612-8|14|9|598|1|9807|0|0|diners-club-us-ca|5518059962896643|2018-01-13|2018-01-13 23:31:01|2018-01-13 23:31:01
1584|126216362-5|144|8|595|1|9757|0|1|jcb|3546547853378912|2018-01-24|2018-01-24 05:20:07|2018-01-24 05:20:07
1585|499298869-5|286|7|453|1|9715|0|1|jcb|3546978556990911|2018-01-08|2018-01-08 12:29:41|2018-01-08 12:29:41
1586|112800089-X|60|12|283|1|9828|0|1|visa-electron|4844740590323575|2018-01-04|2018-01-04 18:48:22|2018-01-04 18:48:22
1587|367738187-8|535|12|175|1|8554|0|0|laser|6771538427323599445|2018-01-01|2018-01-01 05:56:19|2018-01-01 05:56:19
1588|291906152-6|800|1|562|1|10772|0|0|jcb|3566953003637691|2018-01-11|2018-01-11 10:46:03|2018-01-11 10:46:03
1589|118062969-8|665|12|648|1|11784|0|0|switch|4903947595092330915|2018-01-03|2018-01-03 07:15:41|2018-01-03 07:15:41
1590|673442636-X|956|5|26|1|10453|0|1|diners-club-enroute|201764871767347|2018-01-06|2018-01-06 10:52:34|2018-01-06 10:52:34
1591|826126040-2|249|4|74|1|9460|0|1|jcb|3572750586393904|2018-01-30|2018-01-30 19:24:39|2018-01-30 19:24:39
1592|660893567-6|529|2|976|1|9241|0|0|visa-electron|4913507060413095|2018-01-13|2018-01-13 17:08:21|2018-01-13 17:08:21
1593|928520273-X|697|5|827|1|11791|0|0|switch|4903323233998701062|2018-01-22|2018-01-22 13:39:01|2018-01-22 13:39:01
1594|976092175-8|760|1|475|1|10349|0|1|americanexpress|345460978721207|2018-01-06|2018-01-06 02:05:15|2018-01-06 02:05:15
1595|143557284-X|359|11|258|1|11599|0|1|jcb|3543460610302410|2018-01-03|2018-01-03 16:25:36|2018-01-03 16:25:36
1596|094014673-8|410|4|245|1|7307|0|0|jcb|3534144012883190|2018-01-17|2018-01-17 08:29:08|2018-01-17 08:29:08
1597|277168262-1|975|1|247|1|5801|0|0|jcb|3548977410965034|2018-01-05|2018-01-05 00:02:25|2018-01-05 00:02:25
1598|149858352-0|786|11|805|1|11869|0|1|laser|67719645873329687|2018-01-09|2018-01-09 10:56:19|2018-01-09 10:56:19
1599|553655867-6|788|6|177|1|10268|0|1|bankcard|5602212090246051|2018-01-14|2018-01-14 02:49:14|2018-01-14 02:49:14
1600|484488092-6|1000|8|437|1|12740|0|0|instapayment|6383737502838775|2018-01-05|2018-01-05 23:05:28|2018-01-05 23:05:28
1601|064666991-5|52|6|371|1|9686|0|1|jcb|3564954916920796|2018-01-22|2018-01-22 15:41:18|2018-01-22 15:41:18
1602|831996868-2|488|12|198|1|10532|0|1|diners-club-carte-blanche|30476472585351|2018-01-22|2018-01-22 18:16:37|2018-01-22 18:16:37
1603|049358330-0|281|12|838|1|11139|0|1|visa-electron|4026036522270699|2018-01-09|2018-01-09 20:38:58|2018-01-09 20:38:58
1604|533762687-6|158|15|82|1|9423|0|1|visa-electron|4913524933077437|2018-01-16|2018-01-16 16:36:53|2018-01-16 16:36:53
1605|588458254-4|960|9|702|1|10769|0|1|bankcard|5602248306069127|2018-01-26|2018-01-26 03:37:49|2018-01-26 03:37:49
1606|021693701-9|578|14|777|1|9120|0|1|jcb|3586297225728052|2018-01-27|2018-01-27 02:37:29|2018-01-27 02:37:29
1607|878340340-X|467|10|77|1|9068|0|0|jcb|3547170123023348|2018-01-11|2018-01-11 16:59:57|2018-01-11 16:59:57
1608|543046702-2|190|10|293|1|10347|0|1|diners-club-carte-blanche|30230866900811|2018-01-04|2018-01-04 13:06:15|2018-01-04 13:06:15
1609|005786262-1|291|4|790|1|10989|0|0|maestro|67630435770878515|2018-01-22|2018-01-22 00:29:03|2018-01-22 00:29:03
1610|642018322-7|969|2|436|1|9232|0|0|bankcard|5602246561475625|2018-01-08|2018-01-08 14:41:09|2018-01-08 14:41:09
1611|949861537-3|780|14|772|1|10327|0|1|switch|4903292281147547727|2018-01-12|2018-01-12 00:55:01|2018-01-12 00:55:01
1612|492723936-5|849|11|991|1|9966|0|1|jcb|3541535701733482|2018-01-24|2018-01-24 08:25:55|2018-01-24 08:25:55
1613|880015564-2|305|6|866|1|10050|0|1|americanexpress|374288239233157|2018-01-30|2018-01-30 06:33:08|2018-01-30 06:33:08
1614|653634294-1|411|14|335|1|7082|0|1|diners-club-carte-blanche|30456125511186|2018-01-27|2018-01-27 23:54:20|2018-01-27 23:54:20
1615|148085879-X|236|11|176|1|11085|0|1|jcb|3557022693738226|2018-01-26|2018-01-26 06:50:33|2018-01-26 06:50:33
1616|567852472-0|658|13|843|1|9085|0|0|maestro|5020609800322631|2018-01-28|2018-01-28 08:49:25|2018-01-28 08:49:25
1617|904911752-X|331|10|764|1|11639|0|0|china-unionpay|560224010941078950|2018-01-26|2018-01-26 23:19:30|2018-01-26 23:19:30
1618|446675075-0|277|4|821|1|6175|0|1|jcb|3562301053024051|2018-01-01|2018-01-01 19:18:20|2018-01-01 19:18:20
1619|159648899-9|13|14|720|1|10258|0|0|jcb|3567391881633384|2018-01-21|2018-01-21 04:53:53|2018-01-21 04:53:53
1620|996968177-X|563|6|243|1|12014|0|1|instapayment|6386222216313461|2018-01-17|2018-01-17 15:44:12|2018-01-17 15:44:12
1621|024342375-6|531|5|884|1|8648|0|0|mastercard|5100171057385590|2018-01-14|2018-01-14 19:52:54|2018-01-14 19:52:54
1622|470445485-1|299|14|497|1|7717|0|0|jcb|3568705797886936|2018-01-20|2018-01-20 19:10:28|2018-01-20 19:10:28
1623|254004228-7|653|9|456|1|12603|0|0|jcb|3565252914280860|2018-01-09|2018-01-09 00:24:35|2018-01-09 00:24:35
1624|478023753-X|79|14|4|1|13906|0|0|jcb|3539557390194556|2018-01-07|2018-01-07 15:39:35|2018-01-07 15:39:35
1625|125488797-0|197|14|626|1|7218|0|0|jcb|3546973530684474|2018-01-29|2018-01-29 13:02:47|2018-01-29 13:02:47
1626|069514726-9|36|6|382|1|10952|0|0|jcb|3584530914632652|2018-01-23|2018-01-23 15:09:27|2018-01-23 15:09:27
1627|951497705-X|809|4|134|1|8016|0|0|diners-club-enroute|201837376186831|2018-01-09|2018-01-09 12:37:15|2018-01-09 12:37:15
1628|173557999-8|109|12|484|1|4994|0|1|americanexpress|370220631594302|2018-01-13|2018-01-13 15:10:55|2018-01-13 15:10:55
1629|195085765-4|525|7|282|1|11921|0|0|jcb|3561967048071885|2018-01-02|2018-01-02 08:16:01|2018-01-02 08:16:01
1630|704158905-6|520|5|534|1|9253|0|0|jcb|3543134876240107|2018-01-19|2018-01-19 12:53:02|2018-01-19 12:53:02
1631|622052508-6|202|4|812|1|8324|0|1|jcb|3571425651899579|2018-01-27|2018-01-27 03:22:06|2018-01-27 03:22:06
1632|632741442-7|239|11|234|1|10524|0|1|instapayment|6387286131619301|2018-01-27|2018-01-27 15:29:16|2018-01-27 15:29:16
1633|777576254-3|565|6|655|1|10929|0|1|mastercard|5100174544885297|2018-01-06|2018-01-06 12:59:37|2018-01-06 12:59:37
1634|501036521-9|637|3|701|1|5668|0|1|jcb|3569517976352674|2018-01-04|2018-01-04 02:41:43|2018-01-04 02:41:43
1635|556210795-3|881|3|311|1|11521|0|1|jcb|3584060651129514|2018-01-20|2018-01-20 22:37:40|2018-01-20 22:37:40
1636|912168274-7|13|8|155|1|5966|0|0|maestro|6762899889382780194|2018-01-18|2018-01-18 11:25:53|2018-01-18 11:25:53
1637|767351369-2|985|12|950|1|11189|0|0|jcb|3568546004664892|2018-01-19|2018-01-19 12:30:57|2018-01-19 12:30:57
1638|547859566-7|126|4|175|1|10856|0|0|jcb|3575980416024620|2018-01-12|2018-01-12 17:20:43|2018-01-12 17:20:43
1639|320104499-7|262|10|100|1|10091|0|0|jcb|3560801160993074|2018-01-08|2018-01-08 05:07:45|2018-01-08 05:07:45
1640|033371983-2|896|11|632|1|7717|0|1|jcb|3533886125307779|2018-01-25|2018-01-25 05:38:10|2018-01-25 05:38:10
1641|118762252-4|402|14|429|1|7987|0|1|instapayment|6378425557395811|2018-01-16|2018-01-16 15:18:18|2018-01-16 15:18:18
1642|600081400-3|334|3|910|1|10971|0|1|jcb|3538309448743351|2018-01-08|2018-01-08 10:48:00|2018-01-08 10:48:00
1643|928337261-1|304|6|543|1|8566|0|1|diners-club-carte-blanche|30561303531409|2018-01-02|2018-01-02 00:41:50|2018-01-02 00:41:50
1644|454787192-2|155|7|609|1|7480|0|0|jcb|3537071776528579|2018-01-29|2018-01-29 12:30:22|2018-01-29 12:30:22
1645|022277509-2|126|14|452|1|11100|0|0|maestro|5893019038054242|2018-01-01|2018-01-01 06:34:39|2018-01-01 06:34:39
1646|374537416-9|211|15|6|1|8735|0|0|diners-club-international|36902116298998|2018-01-13|2018-01-13 03:33:25|2018-01-13 03:33:25
1647|629454171-9|620|8|191|1|11397|0|0|jcb|3535701565579696|2018-01-26|2018-01-26 21:03:07|2018-01-26 21:03:07
1648|390668826-7|803|4|951|1|9536|0|1|diners-club-us-ca|5453096517526488|2018-01-03|2018-01-03 03:42:40|2018-01-03 03:42:40
1649|603041636-7|399|4|997|1|10780|0|0|jcb|3561247858906441|2018-01-05|2018-01-05 20:32:45|2018-01-05 20:32:45
1650|793199382-9|685|10|303|1|7954|0|1|jcb|3539934120625649|2018-01-10|2018-01-10 14:33:00|2018-01-10 14:33:00
1651|559957333-8|332|1|461|1|8597|0|1|jcb|3544683703174953|2018-01-15|2018-01-15 22:16:11|2018-01-15 22:16:11
1652|195242288-4|500|3|703|1|9449|0|1|instapayment|6388644952942864|2018-01-26|2018-01-26 08:30:57|2018-01-26 08:30:57
1653|374644135-8|680|9|908|1|10473|0|0|visa-electron|4917501330599177|2018-01-15|2018-01-15 09:36:48|2018-01-15 09:36:48
1654|593725924-6|244|12|686|1|7277|0|1|china-unionpay|5602255208460585|2018-01-08|2018-01-08 09:01:23|2018-01-08 09:01:23
1655|471502401-2|969|3|35|1|10059|0|1|mastercard|5220182151668901|2018-01-18|2018-01-18 18:10:20|2018-01-18 18:10:20
1656|965122441-X|518|14|406|1|11695|0|0|visa-electron|4913474665753641|2018-01-20|2018-01-20 13:27:39|2018-01-20 13:27:39
1657|794621047-7|525|8|491|1|9814|0|0|maestro|0604356959835151271|2018-01-01|2018-01-01 10:53:20|2018-01-01 10:53:20
1658|948836134-4|34|11|418|1|8219|0|1|visa|4041591121561444|2018-01-04|2018-01-04 07:02:30|2018-01-04 07:02:30
1659|755990057-7|737|6|195|1|13815|0|1|bankcard|5602253622136212|2018-01-27|2018-01-27 04:03:12|2018-01-27 04:03:12
1660|464447330-8|368|8|256|1|11925|0|1|jcb|3586595397906962|2018-01-12|2018-01-12 19:25:56|2018-01-12 19:25:56
1661|770936599-X|467|5|351|1|10847|0|1|mastercard|5007668950586491|2018-01-09|2018-01-09 23:33:39|2018-01-09 23:33:39
1662|664492688-6|302|4|690|1|9601|0|0|jcb|3581296942233250|2018-01-11|2018-01-11 02:10:22|2018-01-11 02:10:22
1663|226050906-1|439|5|27|1|9013|0|0|maestro|67594097145154388|2018-01-10|2018-01-10 10:05:30|2018-01-10 10:05:30
1664|952403745-9|255|7|748|1|10581|0|1|jcb|3546615540516739|2018-01-10|2018-01-10 03:11:56|2018-01-10 03:11:56
1665|265296862-9|1|1|87|1|11591|0|1|visa-electron|4508545181324024|2018-01-26|2018-01-26 06:11:01|2018-01-26 06:11:01
1666|237283917-9|426|12|719|1|10379|0|0|jcb|3544286491567980|2018-01-21|2018-01-21 16:11:05|2018-01-21 16:11:05
1667|041555143-9|444|14|678|1|13475|0|0|mastercard|5100148452725471|2018-01-25|2018-01-25 04:16:29|2018-01-25 04:16:29
1668|128905202-6|519|9|474|1|10697|0|1|maestro|6763046261804683|2018-01-29|2018-01-29 06:06:12|2018-01-29 06:06:12
1669|868884880-7|811|9|296|1|12369|0|1|diners-club-us-ca|5438896820909143|2018-01-28|2018-01-28 18:45:01|2018-01-28 18:45:01
1670|352418387-5|78|6|774|1|7476|0|0|switch|564182084093961901|2018-01-03|2018-01-03 18:38:00|2018-01-03 18:38:00
1671|596778135-8|896|3|172|1|13438|0|0|jcb|3568615369162857|2018-01-24|2018-01-24 17:19:16|2018-01-24 17:19:16
1672|553203457-5|665|15|716|1|10147|0|1|maestro|060409318071693433|2018-01-11|2018-01-11 03:09:36|2018-01-11 03:09:36
1673|675507591-4|134|12|520|1|10203|0|1|maestro|67593188459137548|2018-01-16|2018-01-16 10:10:56|2018-01-16 10:10:56
1674|223775880-8|200|11|703|1|9776|0|0|diners-club-carte-blanche|30267771114591|2018-01-05|2018-01-05 04:55:22|2018-01-05 04:55:22
1675|402040028-8|208|1|111|1|11337|0|0|jcb|3549080843626858|2018-01-02|2018-01-02 04:37:26|2018-01-02 04:37:26
1676|808780727-8|254|1|363|1|12631|0|1|jcb|3559004685149644|2018-01-07|2018-01-07 20:03:48|2018-01-07 20:03:48
1677|504874588-4|388|13|896|1|7099|0|0|jcb|3550174234274281|2018-01-06|2018-01-06 13:06:59|2018-01-06 13:06:59
1678|959715673-3|496|12|146|1|9905|0|1|china-unionpay|5602244953439549|2018-01-07|2018-01-07 23:33:34|2018-01-07 23:33:34
1679|354972137-4|487|10|367|1|10672|0|1|jcb|3551742693135422|2018-01-07|2018-01-07 11:11:48|2018-01-07 11:11:48
1680|711332101-1|533|10|742|1|8252|0|1|mastercard|5010129419270867|2018-01-28|2018-01-28 12:17:08|2018-01-28 12:17:08
1681|527809450-8|928|4|685|1|9702|0|0|diners-club-carte-blanche|30159696634771|2018-01-19|2018-01-19 05:04:42|2018-01-19 05:04:42
1682|200637300-5|495|13|244|1|8322|0|0|instapayment|6398452164412512|2018-01-28|2018-01-28 08:00:07|2018-01-28 08:00:07
1683|828178301-X|502|3|105|1|10719|0|1|bankcard|5610877193606771|2018-01-30|2018-01-30 21:37:00|2018-01-30 21:37:00
1684|545026076-8|168|12|73|1|11082|0|1|jcb|3561834966075894|2018-01-03|2018-01-03 20:57:43|2018-01-03 20:57:43
1685|993099918-3|356|6|675|1|11018|0|0|jcb|3589604995629757|2018-01-24|2018-01-24 23:13:01|2018-01-24 23:13:01
1686|535350620-0|186|5|386|1|9363|0|1|jcb|3551537943339299|2018-01-10|2018-01-10 14:02:35|2018-01-10 14:02:35
1687|179499698-2|316|10|56|1|8584|0|1|instapayment|6395495245881117|2018-01-22|2018-01-22 21:48:52|2018-01-22 21:48:52
1688|983006966-4|25|11|927|1|8054|0|0|diners-club-enroute|201881850234535|2018-01-27|2018-01-27 06:03:22|2018-01-27 06:03:22
1689|063096088-7|135|3|901|1|9886|0|0|mastercard|5339536575231505|2018-01-21|2018-01-21 15:01:39|2018-01-21 15:01:39
1690|412687830-0|389|3|749|1|10419|0|1|jcb|3573858022768198|2018-01-22|2018-01-22 03:35:11|2018-01-22 03:35:11
1691|810763287-7|81|7|862|1|13896|0|0|jcb|3587708476591139|2018-01-16|2018-01-16 00:07:11|2018-01-16 00:07:11
